sentiment,tweet
neg,كثر دول شرق وسط شمل ريق نفذ عقب pushpin Iran Saudi_Arabia Iraq
neg,سقط سقط يا حجب قدم بيت صحف ربع loudly_crying_face
neg,فرح حكل قصة يم امر ضع خوازيق نفذ ومر
neg,وضع مرة رهق فكر سأل الل سهل loudly_crying_face
neg,خرج صلة خرج
neg,وشى هبل وجى سيل صور اخذ سيل وقت يسر صور hushed_face
neg,شوي اشف قدم pensive_face
neg,دين حلم سفح جبل طوق وزى ثور واد مرخ زلف درج بوى صفى broken_heart
neg,حبب لي طلعل وجه لي اجب لي broken_heart
neg,نوع واع روق خلى دار شكل new_moon_face
neg,انا بكر متح ورج أثر ورج وصل يتر loudly_crying_face face_with_tears_of_joy face_with_tears_of_joy broken_heart
neg,امي
neg,بر وفى thinking_face
neg,ردى سرق ضحك حظ سعد جلس طفل شيخ كبر عرف شيء دنا raised_hand
neg,ليش ماترجع وزر crying_face
neg,ذكر جزء قدم حلق ذكر ذكر
neg,ماش وقت صمت ال معى لئم حشم وذا عقل حد raised_hand oncoming_fist
neg,عطا رقم broken_heart
neg,جدي مات slightly_frowning_face
neg,انت مان يا ابو عمو thinking_face
neg,وجه غرب رحم رحم لي رحم رجء انا انس ضعف عجز انت الل فعل
neg,روي قبر موت مطر بلل عطش روح هار جن قطر مطر رحم غفر
neg,حلك pensive_face
neg,رسل ال عصفور لگي جسس اغر حسن باح بگل سرر صبح خير sleepy_face heart_suit
neg,مان قاص عالبوسطة جيشاللبنا قوى مني لبن ليش كتب thinking_face
neg,انا ويه سر حية نسى شرب gt وجى نتا تقل لي ليش سأل عني neutral_face confused_face
neg,كنت دعا لك ارض قحل غفل سعة مطر غفر رحم موت وتى سلم broken_heart
neg,وين دعم loudly_crying_face
neg,شره بغل زين unamused_face
neg,حضر جاف ؤذي كثر غيب broken_heart
neg,اوك نتا تشب ايش slightly_frowning_face
neg,هيحصل حاج منزلتش thinking_face
neg,احس بار الل سلم ازد صور شعر الم امم اهل زملاء حضر كفى thumbs_uplight_skin_tone
neg,ذكر سلف دخل انا وحد قهى نرن واح صغر قين وحد فتح الل غفرل
neg,يسط نبي
neg,غلط وجى مطر ونا ريض غلط
neg,حبا صور قدم
neg,اخر شيء يقل دوم طرد broken_heart
neg,انا كنت ضحك اار نتا جمل عمر ماش مهم see-no-evil_monkey see-no-evil_monkey see-no-evil_monkey
neg,جونغد رجو بوم هدة فنز نهو متن لنا عش دعم
neg,شن ذنب هالطفل لي مال شغل بجر ناس تكر سمى ولد حرم crying_face
neg,فرق درب بدع يسر حزم pushpin
neg,هه هه new_moon_face
neg,سأل ولى يمن رحم لكم انا انا عظم
neg,فظع اوي دور new_moon_face
neg,اخذ جمل سحر تان فتن لفت غري وسم اسر غر انق سوي جذب خلب حبب
neg,سرع smirking_face
neg,خلص بث يلل عاليوتيوب pouting_face
neg,دك حسد شحد new_moon_face
neg,شيف energy زيد ايم دي جاي طلع thinking_face
neg,رئس ربع عرب ناح كتح فرق unamused_face relieved_face victory_handmedium-light_skin_tone
neg,نتا انا شاف فرق backhand_index_pointing_leftmedium-light_skin_tone ram ram backhand_index_pointing_leftmedium-light_skin_tone duck duck neutral_face
neg,جبر خلص مشاوير هالحز روح امي ليل loudly_crying_face
neg,شبن وشى لش يا قآبر تو اغص ويل broken_heart
neg,سرر سعد ذكر انس الد ذكر الد شكل red_exclamation_mark
neg,اخذ ﻣﻦ ﺍﻟﻀﺤﻰ ﻧﺎﻓﻠﺔ ﻟﻚ ﺍلل ﺃﻥ سكن نزل وﺍب جهد قلل اجر عظم جزأ صدق فات pushpin
neg,غار انس سبق نصب مال شهر غار سبق صف صلة حفظ thinking_face
neg,جو دوح loudly_crying_face
neg,بدر حفز شغل يدو سجل ليء امر طلب طلب جهش بكء pushpin
neg,ورب خلص دمع loudly_crying_face loudly_crying_face
neg,غفر الل توب ال loudly_crying_face
neg,صبح خير ماش عرف شغل فكر هرد اتش رغم انن خرج نسب نقل ايه قلب اهل الل loudly_crying_face
neg,كوكب رجل خلص شجع صحب رعب اسم عدء وقر
neg,عظم ريمونتادا ارخ BACK_arrow smiling_face_with_heart-eyes blue_circle red_circle
neg,قدو thinking_face
neg,افي شيء ؤلم كثر وجى شخص يخذ شخص فضل pensive_face
neg,سدس ولي وصل ئات سرى لسط سجن حلل ضرب طعم عرك collision
neg,يم ضحك منة تيم شهد مات سبل الل زمن عزف زوج علش غرب منة ردة منة pensive_face
neg,عكس امن حرج يا زين حن اهل بنء عمم لنا شيب سن اخو نور وخو ريم شعب rose
neg,تحف خسر طلق crying_face
neg,بث loudly_crying_face
neg,عد شهر طلق ظهر كبر خطى ظهر خرف عرب ارد دخل سعد مرة كوت
neg,ناس طلب رحل downcast_face_with_sweat
neg,خير دلل اود هالمطر بلل اعد زمن طيش رقص علل جمل بدن عيب ولش raised_hand red_heart
neg,رحل امة وبي شخص ضحك ام بوه ندى كتب حدث دعى
neg,ارد انم نوم اهل كهف broken_heart
neg,شكل ناس تضع حي كد حرف فكر دا حسن خير يدو ناس broken_heart
neg,كرم لي امر كثر تغب خلل فتر عقد إنتهاء قيم غيب وضح round_pushpin
neg,جلس نظر نت دخل كوت كثر شيء كره loudly_crying_face
neg,خيل اهو رشد اجد شب hushed_face
neg,قضي ليش قتل رجل سوة قنع وجه فكه عسل خير علب لبن رول طبخ ال عدس قضي نتا برء روح pouting_face face_with_tears_of_joy
neg,قعد صات مطر loudly_crying_face
neg,صبح خير انا مرض يا جمع حير ناع زيروو slightly_smiling_face loudly_crying_face
neg,جمل رسم جدي روح سعة يا قتل يا اصح اخذ باب جرب ذكر ناب
neg,الل صحح خصص هالأيام صير شاف كثر اج خش شاف بلغ دية اقي ملي face_without_mouth
neg,مخ شخبار new_moon_face raising_hands thinking_face
neg,جرح broken_heart
neg,شخر صبح خير باي face_with_tears_of_joy grinning_face_with_sweat sleeping_face raised_hand
neg,حق عتذرل smiling_face_with_heart-eyes smiling_face_with_heart-eyes grinning_face
neg,خلص دمع broken_heart
neg,ابي جرب تأم جدد حق روح فهم غلط weary_face
neg,نخر نبي حاد يعم دفع ويش روبش جن
neg,فكر عزل فتر thinking_face
neg,حضر عطل رتب شرف ايه thinking_face
neg,رس بلا روح اضع سدس طمح broken_heart
neg,كنت دلل غلا حمى سند ليل جاف لهف خطر ضم يدى رحم
neg,علا عنا كتر لعب ؤذي ونا يرح قلب دخل يخي وبس يدى يخي loudly_crying_face
neg,كفي صحي در عصب باظ
neg,انا خوى عيل broken_heart
neg,حب هالساخرة ذكي red_heart
neg,صبح صبح وصل رحل خيخ نهي طاف ذل رحل عار صلى ال صفو frog
neg,ملك لطف loudly_crying_face
neg,محب جار جهد لذ عجز عظم شال جلس لفز سعد جلس لفز كوت broken_heart
neg,ﻇﻨﻮﻥ ﺧﺎﻃﺌﺔ ﻓﻲ ﺃﺣﻜﺎﻡ ﺍﻟﻮﺿﻮﺀ ﻛﺜﻴﺮ ﻣﻦ ﺍﻟﻨﺎﺱ ﻳﺮﻓﻊ ﺍﻷﺻﺒﻊ ﺑﺎﻟﺘﺸﻬﺪ ﺑﻌﺪ ﺍﻟﻮﺿﻮﺀ ﻗﺎﻝ ﺍﻟﻌﻼﻣﺔ ﺍﺑﻦ ﻋﺜﻴﻤﻴﻦ ﻻ no_entry radio_button red_triangle_pointed_down backhand_index_pointing_left
neg,يا شيخ نتا مو vip خلة لعز طير خلك درج ولى new_moon_face
neg,مكا حبك كثر red_heart red_heart
neg,قدم حل صفح يا رب عدل بوب يمد خلص سعة غرب weary_face
pos,ﾟ نقش شخص انت تشف انا شاف قلب heart_suit wilted_flower
neg,حقق مو وقت خبر بدا فيا مر ثني اذغ عرف كومب بنغ وقت expressionless_face
neg,جمع متع روع عنف صدر عهر سها قحب برل صبح pensive_face
neg,آحل الل عظم pensive_face
neg,فاس تمل طاع red_heart confused_face smiling_face_with_heart-eyes
neg,عنى خلص كند face_without_mouth
neg,ارب اني ودع ابي منة يد تر شي اذى broken_heart
neg,بحث نصب اقى اعن سرع قذف امن رضى سكر ضغط جمع cucumber person_running male_sign collision collision thumbs_up flexed_bicepslight_skin_tone
neg,ايسو عكش anxious_face_with_sweat
neg,ابي رضع خرق see-no-evil_monkey
neg,صحي نبة تلة سعة
neg,ولو مو طبع خير وشى لكم انا loudly_crying_face
neg,اه الل see-no-evil_monkey
neg,يسترالله متح ريض بكر disappointed_face
neg,عش ظن سحب سعد خرب لشا حقر confused_face
neg,شتقل جبر شوق صمت broken_heart
neg,قهر لان ماذاكر sad_but_relieved_face
neg,ㅤ درب حبہ كلہ نقط فيش ونا اعند pensive_face
neg,الل
neg,شكل جيب طبل حسن thinking_face
neg,نفذ رشد كاديم ثني خوارزم جر بدر عنو خار خصص جمع حضر
neg,دوم حال حال broken_heart
neg,شمت فرح فشل اهم بقى حمر نئم الل لول ارد مرر درج همي sleeping_face
neg,شفا ريض يرب broken_heart
neg,صوت امة broken_heart
neg,شاق لك اعل
neg,سيل ردوليس ريح وشدتهالم ار طول حياتناوالتي broken_heart sleepy_face
neg,حرب هال سود صبح خير skull relieved_face blue_heart
neg,بلش فئل زيد دا علش قل دهي جمع كوس كسي سعد حاط thinking_face
neg,نقل فئد هام وكل ثنء خبر وجه قدة درس نبه pushpin backhand_index_pointing_downlight_skin_tone
neg,هوم بدل مايكرو pensive_face
neg,ثني مر فات بث يصل
neg,تن عنف نزل شهة لمح سها خنث شراميط نهد قحب برل fearful_face
neg,تبع عسر يسر بدل كسر جبر إجعل
neg,وجى وقل سمح ال نتا تسى بدن حي weary_face
neg,الل crying_face
neg,جيت طبع اعد حبب عف broken_heart
neg,كمل اضع بدن سعد نسى نسى broken_heart smiling_face_with_hearts smiling_face_with_hearts
neg,نتا رضي جمل ثور وجه دك حل رسل خاص حل اذن الل relieved_face worried_face inbox_tray hundred_points
neg,كسر خطر broken_heart
neg,رب حمددو thinking_face
neg,يرب يلق فين روج حمر رتش
neg,مرة لان ضعة صعب يرب broken_heart
neg,عوز كتب جنب اسم night s watch برض loudly_crying_face
neg,وشى هالربط حرك دين حدد new_moon_face
neg,اب حية lt ام lt lt gt gt gt اني بلا حي رحم ابي ادم امة sad_but_relieved_face
neg,اهل نغز تعلم رقي برء جهل حقد هاد زي ماتشوفو هد عبر صدق لي سمع
neg,صرح تحمس برا بكر مو عش بطل هلل هلل حقق دور اخر خلص شبع شيل خطر هبط
neg,اسف سفه pensive_face
neg,سدد ابي حلب prohibited see-no-evil_monkey face_with_tears_of_joy
neg,قل قلب نسي آگل راب غاب عش عقب سلم smirking_face
neg,سخم الل قرف angry_face
neg,بحث سلب بمك جد مابتفرق اهم شي كوى وسم thinking_face
neg,زين نتا ادر ال احب صدگ ضحك شفف خان اغا وكت مكن بج رئد بوى فتى pensive_face
neg,دول حكم عقلاء دستور كتب اخذ حق لوم لئم وفء Saudi_Arabia
neg,جن شجر سير سأل مشى collision collision collision collision collision collision collision
neg,انا قدى smirking_face
neg,ريفر امريكيةالعالمية مال ماك رجل نسء علج collision collision
neg,ڪسر لآ جبر broken_heart
neg,اخر حدث عمر بدئ قيم عدل نزه انت نمى face_with_medical_mask
neg,نتا خير يا حلى حاج صارتل شيل ميد ماش شيل دنا كبر بقى blue_heart
neg,ناس احب قهه علآ thinking_face
neg,عبدالل رض الل سمع نبي صلى الل سلم اقل دخل رجل بيت
neg,يله حرم loudly_crying_face
neg,ود هالايام ماتخلص
neg,اسس نكى هند روس
neg,غلب كيو face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing new_moon_face
neg,ديبو لعب رشلو عبر tw هوس round_pushpin
neg,خز عار سوم دم هدف بطل الل روح جن خلد شهداء جنب
neg,شاف يفو ضبط thinking_face
neg,انا حطا صور ونا صغر شخص عط حظر مدر ليش thinking_face
neg,وين شمل سلط وين صور خبر thinking_face
neg,انت كلف هدء broken_heart
neg,آرب ارح هون اشف کل لآ جعهآ الآ انت يآ
neg,خل وقت حلم رعى فرح نور قلب امن broken_heart
neg,وسم توقع رحل سطر ميركاتو ضعف عمد عهة خاذل
